item_fat_content,item_visibility,item_type,item_mrp,outlet_type,outlet_location_type,item_weight_mean,outlet_size_mode,item_outlet_sales
low fat,0.064208126,frozen foods,180.1976,grocery store,tier 1,12.857645184136183,small,181.0976
low fat,0.053362086,soft drinks,41.577,supermarket,tier 2,15.5,small,735.709
low fat,0.060405784,baking goods,234.5616,supermarket,tier 3,12.857645184136183,medium,6796.4864
regular,0.129668578,fruits and vegetables,206.8638,grocery store,tier 1,12.857645184136183,small,207.0638
low fat,0.041974489,frozen foods,108.6912,supermarket,tier 2,19.7,medium,2183.824
low fat,0.059741172,household,179.6976,supermarket,tier 2,14.6,medium,5070.7328
low fat,0.029902679,soft drinks,144.3444,supermarket,tier 3,12.1,medium,1161.1552
low fat,0.182653772,others,243.0196,supermarket,tier 1,19.2,small,3374.2744
low fat,0.139700397,snack foods,147.776,supermarket,tier 2,16.85,medium,2490.092
low fat,0.0,frozen foods,60.5904,supermarket,tier 2,10.695,medium,410.1328
low fat,0.116723677,snack foods,182.4266,supermarket,tier 1,17.7,medium,5163.9448
regular,0.080141165,snack foods,111.4544,supermarket,tier 2,16.85,medium,2013.3792
low fat,0.031549131,health and hygiene,99.0384,grocery store,tier 3,12.5,medium,197.0768
low fat,0.037574137,fruits and vegetables,174.2054,supermarket,tier 2,13.1,small,3677.2134
low fat,0.1630653,health and hygiene,43.3086,supermarket,tier 2,18.2,small,758.3462
regular,0.064224789,breads,262.7594,supermarket,tier 2,14.5,medium,7064.8038
regular,0.059110912,meat,199.3426,grocery store,tier 1,12.857645184136183,small,395.4852
low fat,0.036353098,frozen foods,75.8696,supermarket,tier 1,20.5,small,2386.2272
low fat,0.029131242,household,123.8414,supermarket,tier 2,7.725,medium,487.3656
low fat,0.02575512,household,199.6084,supermarket,tier 2,14.6,medium,3769.7596
regular,0.076744561,snack foods,113.4518,supermarket,tier 2,19.35,small,1593.9252
low fat,0.052058711,frozen foods,55.5588,supermarket,tier 3,12.857645184136183,medium,1145.176
low fat,0.050853901,canned,121.7072,supermarket,tier 2,7.5,medium,367.5216
low fat,0.0,dairy,182.5292,supermarket,tier 3,17.7,high,2736.438
regular,0.0,meat,176.937,supermarket,tier 2,6.69,medium,4234.488
low fat,0.10249212,dairy,230.5352,supermarket,tier 2,13.35,small,2748.4224
low fat,0.033059299,fruits and vegetables,196.4768,supermarket,tier 3,12.857645184136183,medium,6306.4576
low fat,0.068765205,canned,260.4278,supermarket,tier 3,21.35,high,3644.5892
low fat,0.014482278,meat,118.115,supermarket,tier 3,7.26,medium,1864.24
regular,0.021039273,snack foods,160.0578,supermarket,tier 1,9.285,medium,2567.3248
regular,0.062609071,frozen foods,148.6418,supermarket,tier 2,18.5,medium,1765.7016
regular,0.106327251,fruits and vegetables,172.8396,supermarket,tier 1,12.3,small,2616.594
low fat,0.016132592,health and hygiene,130.2626,supermarket,tier 1,18.85,medium,3016.7398
regular,0.033754478,meat,199.0426,supermarket,tier 2,12.35,small,3361.6242
low fat,0.014488997,health and hygiene,183.795,supermarket,tier 2,8.235,medium,2929.52
regular,0.1408005,canned,111.4228,supermarket,tier 2,6.885,medium,2984.1156
low fat,0.065188619,soft drinks,181.1634,grocery store,tier 1,12.857645184136183,small,181.7634
regular,0.045266806,baking goods,36.9874,supermarket,tier 1,9.8,small,705.748
low fat,0.154244343,canned,77.9986,supermarket,tier 3,13.0,medium,1168.479
regular,0.059160135,fruits and vegetables,191.553,supermarket,tier 2,10.3,medium,6641.355
regular,0.065649353,snack foods,94.841,grocery store,tier 3,17.6,medium,193.082
low fat,0.014232071,household,100.9332,supermarket,tier 3,12.857645184136183,medium,1743.0644
low fat,0.13121032,dairy,74.0354,grocery store,tier 1,12.857645184136183,small,75.2354
low fat,0.038653608,fruits and vegetables,245.4144,supermarket,tier 3,10.0,high,7105.4176
low fat,0.033997473,others,129.9284,supermarket,tier 1,18.5,medium,1845.5976
low fat,0.038816115,household,166.4842,supermarket,tier 2,17.1,medium,1326.2736
low fat,0.19244045,dairy,43.9428,grocery store,tier 1,12.857645184136183,small,131.8284
regular,0.016687114,frozen foods,96.9726,supermarket,tier 2,16.2,medium,1076.5986
low fat,0.090111173,dairy,141.3154,supermarket,tier 1,16.0,medium,3261.7542
low fat,0.071257912,frozen foods,121.3098,supermarket,tier 1,10.5,small,843.5686
low fat,0.024407061,breads,102.3332,supermarket,tier 3,12.857645184136183,medium,1948.1308
regular,0.125734578,breakfast,41.748,supermarket,tier 3,17.25,medium,199.74
low fat,0.154627247,snack foods,177.637,supermarket,tier 3,12.857645184136183,medium,5469.547
low fat,0.0,baking goods,93.1462,supermarket,tier 3,8.195,medium,647.8234
regular,0.006351876,baking goods,120.3098,supermarket,tier 3,6.635,medium,1446.1176
low fat,0.054011943,snack foods,116.5466,supermarket,tier 3,20.35,high,1885.5456
low fat,0.159193194,snack foods,92.712,supermarket,tier 3,12.857645184136183,medium,3635.268
low fat,0.033830011,seafood,111.686,supermarket,tier 3,11.65,high,1584.604
regular,0.062510529,frozen foods,146.8418,supermarket,tier 3,18.5,medium,2059.9852
low fat,0.030516069,fruits and vegetables,227.801,grocery store,tier 1,12.857645184136183,small,459.402
low fat,0.011261165,canned,189.5188,supermarket,tier 1,7.855,small,1904.188
regular,0.037388493,snack foods,107.8254,supermarket,tier 3,12.857645184136183,medium,1410.8302
low fat,0.110739031,household,103.3306,supermarket,tier 3,8.275,medium,2404.2038
low fat,0.100114941,household,188.3898,supermarket,tier 2,20.2,medium,3554.7062
regular,0.049722335,baking goods,224.5062,supermarket,tier 2,6.215,medium,4514.124
low fat,0.07229836,fruits and vegetables,48.2034,supermarket,tier 1,14.7,small,874.8612
low fat,0.102065622,household,254.2698,grocery store,tier 3,14.85,medium,1775.6886
low fat,0.162462044,dairy,55.893,grocery store,tier 3,13.8,medium,226.372
low fat,0.056005781,baking goods,99.2016,supermarket,tier 1,17.35,medium,1518.024
low fat,0.041718456,snack foods,94.5462,supermarket,tier 3,12.857645184136183,medium,2868.9322
low fat,0.075959623,baking goods,112.4544,supermarket,tier 1,17.75,small,2460.7968
regular,0.022170592,breads,105.199,supermarket,tier 3,12.857645184136183,medium,3199.169
low fat,0.061381589,frozen foods,179.9976,grocery store,tier 3,13.15,medium,181.0976
low fat,0.078999287,canned,38.6506,supermarket,tier 2,15.85,medium,759.012
low fat,0.174232377,soft drinks,146.6102,supermarket,tier 3,12.857645184136183,medium,1895.5326
low fat,0.04875891,fruits and vegetables,37.3506,supermarket,tier 1,20.7,small,834.9132
low fat,0.027748176,soft drinks,86.5198,supermarket,tier 1,6.28,medium,1395.5168
regular,0.009887927,meat,150.7366,supermarket,tier 2,6.26,medium,2418.1856
low fat,0.09046564,others,193.6478,supermarket,tier 1,9.8,small,3099.9648
regular,0.14061104,baking goods,49.8008,supermarket,tier 1,9.8,small,809.6128
low fat,0.0,household,103.5332,supermarket,tier 2,15.3,small,3383.5956
low fat,0.111830282,frozen foods,105.4622,supermarket,tier 3,19.0,high,952.7598
low fat,0.0,health and hygiene,149.2708,supermarket,tier 2,11.395,medium,2407.5328
low fat,0.046653872,health and hygiene,98.6384,supermarket,tier 2,7.27,medium,1970.768
low fat,0.016895293,hard drinks,178.566,supermarket,tier 3,12.1,medium,898.83
low fat,0.02848169,household,110.4912,supermarket,tier 2,6.13,medium,1310.2944
regular,0.043902087,fruits and vegetables,157.0946,supermarket,tier 2,13.6,medium,5522.811
regular,0.0,fruits and vegetables,98.441,supermarket,tier 2,16.1,medium,868.869
low fat,0.175995526,fruits and vegetables,224.0772,supermarket,tier 1,19.85,small,1556.6404
low fat,0.145464606,meat,105.7648,supermarket,tier 3,12.857645184136183,medium,2596.62
regular,0.0,snack foods,103.1332,supermarket,tier 2,7.21,medium,3281.0624
low fat,0.120524922,others,142.247,supermarket,tier 2,7.39,medium,2433.499
low fat,0.113125627,soft drinks,38.6848,supermarket,tier 2,15.2,medium,1155.8288
regular,0.051573903,baking goods,79.8644,supermarket,tier 3,9.195,high,785.644
low fat,0.013957308,baking goods,94.0462,supermarket,tier 2,8.355,medium,1480.7392
low fat,0.053553794,dairy,178.6002,supermarket,tier 1,6.42,medium,3582.004
regular,0.072301795,canned,185.6924,supermarket,tier 2,8.71,medium,3331.6632
low fat,0.054514169,breads,84.4566,supermarket,tier 2,17.1,medium,591.8962
low fat,0.040023967,others,85.5908,supermarket,tier 1,9.395,medium,1006.6896
low fat,0.063432676,breakfast,132.8626,supermarket,tier 3,6.425,medium,524.6504
regular,0.051697108,baking goods,79.2644,supermarket,tier 1,9.195,medium,864.2084
regular,0.019912606,frozen foods,91.0488,grocery store,tier 1,12.857645184136183,small,271.6464
low fat,0.069605676,starchy foods,261.9252,supermarket,tier 2,12.8,small,4984.1788
low fat,0.0,snack foods,151.6708,supermarket,tier 3,12.857645184136183,medium,4815.0656
low fat,0.070721656,soft drinks,113.286,supermarket,tier 3,4.59,high,1471.418
regular,0.007503372,dairy,146.7102,supermarket,tier 3,12.857645184136183,medium,4374.306
regular,0.053837561,baking goods,120.8072,supermarket,tier 1,14.85,small,4287.752
regular,0.023021406,snack foods,208.9928,supermarket,tier 2,6.785,medium,2103.928
low fat,0.048703432,household,125.9336,supermarket,tier 3,12.857645184136183,medium,7158.6816
low fat,0.009893817,health and hygiene,50.3034,supermarket,tier 1,11.395,medium,972.068
low fat,0.103894671,canned,101.299,supermarket,tier 3,16.2,medium,1857.582
regular,0.073700837,fruits and vegetables,207.1638,supermarket,tier 3,12.857645184136183,medium,7247.233
low fat,0.03187163,dairy,179.5344,supermarket,tier 3,6.38,high,4103.9912
regular,0.074627201,fruits and vegetables,187.8556,supermarket,tier 1,8.75,small,1314.2892
low fat,0.184254826,soft drinks,82.4276,supermarket,tier 3,14.15,medium,1218.414
low fat,0.0,hard drinks,171.7422,supermarket,tier 3,12.857645184136183,medium,6207.9192
low fat,0.14492016,health and hygiene,224.4404,supermarket,tier 3,12.15,high,1800.3232
low fat,0.013355306,others,105.528,supermarket,tier 3,16.35,high,2024.032
regular,0.032208865,canned,154.9972,supermarket,tier 1,8.115,medium,3739.1328
low fat,0.024331586,dairy,34.9874,supermarket,tier 2,12.6,medium,529.311
low fat,0.023012718,frozen foods,262.0594,supermarket,tier 2,6.85,medium,1569.9564
low fat,0.0,canned,117.3124,supermarket,tier 3,16.6,high,2014.7108
low fat,0.052040915,health and hygiene,105.728,supermarket,tier 1,18.75,small,2024.032
low fat,0.045603215,health and hygiene,149.2392,supermarket,tier 3,20.6,medium,4026.7584
low fat,0.015708023,others,143.447,supermarket,tier 2,15.35,medium,2576.646
low fat,0.085938463,snack foods,168.6816,supermarket,tier 2,9.0,small,1342.2528
low fat,0.050708743,canned,123.4072,supermarket,tier 3,7.5,high,3185.1872
low fat,0.075701524,baking goods,124.6388,supermarket,tier 2,12.0,medium,2105.2596
low fat,0.063513272,frozen foods,149.9708,supermarket,tier 3,13.3,high,2106.5912
low fat,0.165073642,household,207.727,grocery store,tier 3,8.88,medium,209.727
regular,0.024442501,fruits and vegetables,196.411,supermarket,tier 1,14.15,medium,2749.754
low fat,0.066625843,household,194.2478,supermarket,tier 3,11.3,high,2712.4692
low fat,0.053279839,canned,147.7734,supermarket,tier 2,6.65,small,2078.6276
low fat,0.121012632,fruits and vegetables,49.4034,grocery store,tier 3,14.7,medium,194.4136
regular,0.06292013,dairy,88.9856,supermarket,tier 3,12.857645184136183,medium,3515.424
regular,0.168527463,breads,33.6874,supermarket,tier 2,7.155,medium,1023.3346
regular,0.054367971,canned,58.5904,supermarket,tier 2,15.0,small,996.0368
low fat,0.017817285,canned,177.0686,supermarket,tier 3,11.6,medium,1422.1488
low fat,0.072317217,household,160.792,supermarket,tier 3,12.857645184136183,medium,3675.216
low fat,0.112728355,health and hygiene,65.8168,supermarket,tier 3,8.42,medium,830.9184
low fat,0.053591345,canned,149.7734,supermarket,tier 2,6.65,medium,2375.5744
low fat,0.115636723,soft drinks,199.7084,supermarket,tier 3,11.8,medium,3571.3512
low fat,0.116366304,health and hygiene,158.363,supermarket,tier 3,12.857645184136183,medium,4068.038
regular,0.04022593,snack foods,210.9928,grocery store,tier 1,12.857645184136183,small,210.3928
regular,0.0,baking goods,94.012,supermarket,tier 3,6.78,high,1211.756
regular,0.0,meat,98.2042,grocery store,tier 1,12.857645184136183,small,198.4084
regular,0.039925235,fruits and vegetables,189.2188,supermarket,tier 2,8.365,medium,4570.0512
regular,0.078943221,baking goods,152.7366,supermarket,tier 3,12.857645184136183,medium,1813.6392
low fat,0.031143591,snack foods,183.9582,supermarket,tier 1,8.63,medium,5386.9878
low fat,0.077046505,soft drinks,189.453,grocery store,tier 1,12.857645184136183,small,759.012
low fat,0.056067524,household,139.8496,supermarket,tier 3,15.1,medium,1270.3464
low fat,0.046578409,fruits and vegetables,48.6692,supermarket,tier 2,8.185,medium,1182.4608
regular,0.144511119,snack foods,100.5332,supermarket,tier 3,7.21,high,2460.7968
low fat,0.021464454,baking goods,156.6288,supermarket,tier 1,20.7,medium,3928.22
low fat,0.015309885,snack foods,197.6084,supermarket,tier 2,18.25,medium,2380.9008
low fat,0.054720642,frozen foods,107.8254,supermarket,tier 3,12.857645184136183,medium,2387.5588
low fat,0.107564024,snack foods,149.0076,supermarket,tier 1,10.195,medium,1182.4608
regular,0.041180766,snack foods,37.919,supermarket,tier 3,12.857645184136183,medium,768.999
low fat,0.060688248,baking goods,234.2616,supermarket,tier 2,20.35,small,4687.232
regular,0.209600084,breakfast,40.348,grocery store,tier 3,17.25,medium,39.948
regular,0.049121972,fruits and vegetables,144.6102,supermarket,tier 3,6.46,high,2916.204
regular,0.047036036,fruits and vegetables,170.5422,supermarket,tier 2,8.77,medium,2759.0752
low fat,0.0,snack foods,147.2076,grocery store,tier 3,10.195,medium,739.038
regular,0.059160135,fruits and vegetables,170.7448,supermarket,tier 2,14.5,medium,2045.3376
low fat,0.034452949,soft drinks,174.0422,supermarket,tier 1,7.97,small,2586.633
low fat,0.081996785,baking goods,40.1164,supermarket,tier 2,5.765,small,540.6296
low fat,0.041816615,household,254.5014,supermarket,tier 2,13.0,small,4845.0266
low fat,0.014045832,household,222.7746,supermarket,tier 1,18.35,medium,1570.6222
regular,0.105445801,frozen foods,214.4218,supermarket,tier 3,5.845,medium,1496.0526
regular,0.044432887,meat,102.899,supermarket,tier 3,5.19,medium,1651.184
low fat,0.098775709,household,208.927,supermarket,tier 1,8.88,medium,7130.718
low fat,0.048050783,household,105.6622,supermarket,tier 2,9.195,small,1693.7952
regular,0.13511877,soft drinks,232.9958,grocery store,tier 1,12.857645184136183,small,934.7832
low fat,0.035204319,household,122.873,supermarket,tier 1,15.35,medium,2832.979
low fat,0.108206497,soft drinks,58.3904,supermarket,tier 2,15.85,medium,468.7232
low fat,0.003597678,hard drinks,153.8998,supermarket,tier 1,5.88,medium,2922.1962
low fat,0.081304829,fruits and vegetables,258.4988,supermarket,tier 2,16.75,small,4111.9808
low fat,0.075056542,dairy,76.0354,supermarket,tier 1,13.1,medium,601.8832
low fat,0.034584356,dairy,248.375,supermarket,tier 3,12.857645184136183,medium,10236.675
regular,0.025978802,meat,102.5674,supermarket,tier 2,11.8,medium,1629.8784
regular,0.057944376,frozen foods,131.531,supermarket,tier 2,8.985,medium,1428.141
low fat,0.066681333,household,194.4478,supermarket,tier 1,11.3,small,387.4956
low fat,0.04690397,snack foods,110.657,grocery store,tier 1,12.857645184136183,small,659.142
low fat,0.031103357,fruits and vegetables,159.9578,supermarket,tier 1,6.055,small,2727.7826
low fat,0.057556998,baking goods,107.6938,grocery store,tier 1,12.857645184136183,small,214.3876
low fat,0.044925784,dairy,86.0198,supermarket,tier 1,8.21,small,1569.9564
regular,0.055084019,snack foods,114.7518,grocery store,tier 3,8.63,medium,455.4072
regular,0.011372972,frozen foods,89.6488,supermarket,tier 1,6.115,small,1267.6832
regular,0.158947217,fruits and vegetables,145.5102,supermarket,tier 3,12.857645184136183,medium,5978.2182
regular,0.113678422,fruits and vegetables,189.7504,supermarket,tier 3,15.35,medium,2492.7552
low fat,0.103422709,snack foods,144.847,supermarket,tier 2,15.5,small,1717.764
low fat,0.036204764,health and hygiene,176.1028,supermarket,tier 3,7.5,high,1948.1308
low fat,0.073288275,hard drinks,189.1846,grocery store,tier 3,9.3,medium,382.1692
low fat,0.041907414,snack foods,43.8428,supermarket,tier 3,10.195,high,175.7712
regular,0.010909704,meat,110.8544,supermarket,tier 3,11.65,high,1677.816
regular,0.0,canned,169.879,grocery store,tier 1,12.857645184136183,small,339.558
low fat,0.053031857,canned,149.1734,supermarket,tier 3,12.857645184136183,medium,4454.202
low fat,0.049396364,fruits and vegetables,146.4734,supermarket,tier 1,18.2,medium,3563.3616
regular,0.080235512,fruits and vegetables,188.9556,grocery store,tier 3,20.6,medium,563.2668
low fat,0.120986139,breads,216.1166,grocery store,tier 1,12.857645184136183,small,435.4332
regular,0.022590318,snack foods,140.6154,grocery store,tier 3,10.5,medium,283.6308
low fat,0.103813029,snack foods,113.7544,supermarket,tier 1,7.51,small,671.1264
low fat,0.0,snack foods,119.8124,supermarket,tier 3,12.857645184136183,medium,1659.1736
low fat,0.01125332,others,57.0614,supermarket,tier 2,14.65,medium,939.4438
low fat,0.021329793,fruits and vegetables,105.5306,supermarket,tier 1,20.85,small,940.7754
regular,0.030247903,frozen foods,101.399,supermarket,tier 1,5.88,small,2063.98
regular,0.120137953,fruits and vegetables,181.2976,supermarket,tier 2,16.7,medium,3078.6592
low fat,0.019592289,others,56.9614,grocery store,tier 1,12.857645184136183,small,221.0456
regular,0.158441218,meat,213.756,grocery store,tier 3,6.155,medium,852.224
low fat,0.175352413,soft drinks,147.4102,supermarket,tier 1,5.655,medium,2478.7734
regular,0.047449835,snack foods,118.1782,supermarket,tier 3,17.6,medium,2621.9204
low fat,0.036213953,snack foods,92.5488,supermarket,tier 3,12.857645184136183,medium,2625.9152
low fat,0.0,household,164.2184,supermarket,tier 2,9.6,medium,1981.4208
low fat,0.131179812,frozen foods,245.246,supermarket,tier 1,12.15,small,3202.498
low fat,0.023730384,baking goods,104.3332,supermarket,tier 2,14.0,small,1435.4648
