Unnamed: 0,item_fat_content,item_visibility,item_type,item_mrp,outlet_type,outlet_location_type,item_weight_mean,outlet_size_mode,item_outlet_sales
2728,regular,0.234733477,seafood,173.4764,grocery store,tier 3,5.365,medium,171.7764
5680,regular,0.149890395,frozen foods,159.0288,supermarket,tier 3,7.825,high,1257.0304
8371,regular,0.214125129,soft drinks,183.9924,grocery store,tier 3,8.27,medium,185.0924
3025,low fat,0.15643727,baking goods,142.0812,grocery store,tier 3,14.85,medium,284.9624
4053,low fat,0.031097948,fruits and vegetables,103.899,supermarket,tier 1,12.5,medium,1960.781
4192,regular,0.2004264,baking goods,88.8514,grocery store,tier 1,12.857645184136183,small,265.6542
8053,regular,0.0,frozen foods,37.0506,supermarket,tier 3,12.857645184136183,medium,986.7156
1583,regular,0.02734361,snack foods,257.8304,supermarket,tier 1,9.6,small,1808.3128
1412,low fat,0.123346085,hard drinks,172.5396,supermarket,tier 2,4.61,medium,3663.2316
7436,low fat,0.0,household,145.6418,supermarket,tier 3,20.25,high,3384.2614
7818,low fat,0.058168807,dairy,249.575,grocery store,tier 3,17.75,medium,499.35
1905,low fat,0.08630486,snack foods,168.0816,supermarket,tier 3,9.0,medium,2181.1608
3315,low fat,0.0,baking goods,100.1384,supermarket,tier 3,12.857645184136183,medium,2956.152
3605,regular,0.112316501,fruits and vegetables,193.9478,supermarket,tier 3,20.5,high,4456.1994
7088,regular,0.23653561,starchy foods,184.1924,grocery store,tier 1,12.857645184136183,small,185.0924
1507,regular,0.026950104,baking goods,220.9456,supermarket,tier 3,15.0,medium,1768.3648
2683,low fat,0.037457098,canned,83.4224,supermarket,tier 1,5.175,medium,1448.7808
5950,regular,0.066311153,frozen foods,145.776,supermarket,tier 2,15.15,medium,3954.852
7305,low fat,0.059834024,fruits and vegetables,133.5284,grocery store,tier 3,10.895,medium,263.6568
842,low fat,0.076855207,dairy,59.3536,supermarket,tier 1,6.13,medium,1470.0864
1146,low fat,0.0,hard drinks,72.338,supermarket,tier 1,10.8,medium,805.618
5697,low fat,0.08279545,frozen foods,245.8776,supermarket,tier 3,12.857645184136183,medium,4705.8744
5446,regular,0.039381633,snack foods,98.041,supermarket,tier 3,17.6,medium,675.787
2244,low fat,0.017141985,dairy,50.035,supermarket,tier 3,7.935,high,149.805
7175,low fat,0.010033871,household,177.937,supermarket,tier 3,13.6,medium,2293.681
1253,regular,0.032435437,soft drinks,124.873,supermarket,tier 2,8.26,small,2956.152
463,low fat,0.031599715,household,111.3228,supermarket,tier 2,6.26,medium,2431.5016
3715,low fat,0.108879177,snack foods,161.5578,supermarket,tier 1,20.75,medium,320.9156
5006,low fat,0.0,household,140.5154,supermarket,tier 2,8.18,medium,1701.7848
5278,low fat,0.042113173,snack foods,42.5428,supermarket,tier 3,10.195,medium,878.856
6775,regular,0.104786172,snack foods,172.2764,supermarket,tier 3,12.857645184136183,medium,1545.9876
2855,low fat,0.309390255,household,33.2216,grocery store,tier 3,7.67,medium,138.4864
5907,low fat,0.174049032,dairy,52.9298,supermarket,tier 1,11.65,small,647.1576
1926,regular,0.098765906,frozen foods,196.3768,supermarket,tier 2,13.1,small,2167.8448
8290,low fat,0.067676056,household,40.8796,supermarket,tier 2,19.1,medium,371.5164
378,low fat,0.060495243,dairy,169.8106,supermarket,tier 3,16.75,high,3251.1014
3066,low fat,0.0,snack foods,92.9462,supermarket,tier 3,6.675,medium,1018.0082
5956,regular,0.03362713,meat,156.1314,supermarket,tier 2,9.3,medium,620.5256
1335,low fat,0.0,canned,90.2804,supermarket,tier 3,16.25,medium,1653.8472
1223,low fat,0.053397989,canned,149.3734,supermarket,tier 2,6.65,medium,296.9468
6438,regular,0.049163321,breads,186.4556,grocery store,tier 3,5.94,medium,563.2668
668,regular,0.104245198,canned,105.3622,supermarket,tier 1,20.0,medium,1270.3464
1957,regular,0.044281996,fruits and vegetables,178.5318,supermarket,tier 2,13.1,medium,3067.3406
4631,regular,0.067373081,breads,258.8988,supermarket,tier 3,12.857645184136183,medium,3083.9856
7529,low fat,0.087646694,snack foods,221.5798,supermarket,tier 3,15.6,high,5509.495
6147,low fat,0.010096684,snack foods,160.4552,supermarket,tier 2,17.6,medium,2599.2832
8412,regular,0.13341564,canned,218.7798,supermarket,tier 2,11.0,medium,2203.798
5601,regular,0.018789455,fruits and vegetables,222.0772,supermarket,tier 3,20.25,high,3113.2808
4717,regular,0.080697998,frozen foods,39.8506,grocery store,tier 1,12.857645184136183,small,37.9506
2465,regular,0.036957777,meat,230.5352,supermarket,tier 2,10.395,medium,4580.704
4475,low fat,0.042552205,fruits and vegetables,225.172,supermarket,tier 2,7.365,small,3395.58
3459,low fat,0.039723999,snack foods,41.048,supermarket,tier 2,18.85,medium,918.804
6611,low fat,0.058444176,soft drinks,73.0696,grocery store,tier 1,12.857645184136183,small,223.7088
4814,low fat,0.036109413,fruits and vegetables,140.6154,supermarket,tier 3,12.857645184136183,medium,4538.0928
2436,regular,0.019965179,frozen foods,130.531,supermarket,tier 1,15.1,medium,908.817
7852,regular,0.121442754,snack foods,94.9752,supermarket,tier 1,20.2,medium,1342.2528
3309,regular,0.127727102,dairy,121.144,supermarket,tier 1,10.695,small,1917.504
7303,low fat,0.163941937,household,117.0124,supermarket,tier 1,12.35,small,1540.6612
5147,low fat,0.0,snack foods,52.4008,supermarket,tier 2,11.35,small,809.6128
7371,low fat,0.136008489,fruits and vegetables,171.7106,supermarket,tier 2,17.0,medium,1711.106
4819,low fat,0.084966021,snack foods,111.1912,supermarket,tier 1,7.05,small,1965.4416
1189,low fat,0.070843019,hard drinks,177.7344,supermarket,tier 2,9.695,medium,1605.9096
2057,low fat,0.066608487,fruits and vegetables,184.624,supermarket,tier 2,6.78,small,5406.296
3803,low fat,0.006665667,household,164.1184,supermarket,tier 3,12.857645184136183,medium,3797.7232
5948,low fat,0.134393836,household,48.0718,grocery store,tier 3,9.1,medium,47.2718
4919,low fat,0.055514919,household,112.5518,supermarket,tier 1,9.1,medium,341.5554
1880,low fat,0.054670967,seafood,158.6604,grocery store,tier 1,12.857645184136183,small,316.9208
5505,low fat,0.022190488,dairy,113.1886,supermarket,tier 2,16.7,medium,3335.658
1406,low fat,0.076891526,dairy,61.5536,supermarket,tier 2,6.13,medium,796.2968
1561,low fat,0.035943717,soft drinks,40.5138,supermarket,tier 1,14.15,small,446.7518
330,low fat,0.09261307,dairy,76.367,supermarket,tier 3,20.7,high,306.268
1175,low fat,0.083198341,frozen foods,246.0776,supermarket,tier 1,5.155,small,990.7104
5418,low fat,0.096379585,soft drinks,196.5768,supermarket,tier 2,15.35,small,4729.8432
6912,regular,0.015087112,meat,250.1408,supermarket,tier 2,9.8,small,4005.4528
2034,low fat,0.06375108,household,36.7848,supermarket,tier 2,10.695,small,782.9808
2650,low fat,0.053372768,canned,149.5734,supermarket,tier 1,6.65,medium,2524.0478
2164,regular,0.04586701,frozen foods,37.9506,supermarket,tier 3,12.857645184136183,medium,910.8144
214,low fat,0.0,household,161.5552,grocery store,tier 3,14.65,medium,324.9104
4913,regular,0.029023048,canned,177.837,supermarket,tier 3,12.857645184136183,medium,6704.606
5584,regular,0.041837331,baking goods,161.8868,supermarket,tier 1,5.26,medium,5077.3908
547,low fat,0.030815427,frozen foods,252.0698,grocery store,tier 3,12.15,medium,1014.6792
5735,regular,0.072762086,fruits and vegetables,120.9072,grocery store,tier 1,12.857645184136183,small,122.5072
1545,low fat,0.132596101,frozen foods,226.2062,grocery store,tier 3,18.25,medium,677.1186
7274,low fat,0.0,frozen foods,109.1254,supermarket,tier 2,7.905,medium,1627.881
3846,low fat,0.061434045,household,130.9968,supermarket,tier 3,15.25,medium,2348.9424
2760,low fat,0.058676973,dairy,142.0128,supermarket,tier 2,7.075,medium,2588.6304
172,regular,0.057373797,meat,151.4366,supermarket,tier 3,11.8,high,1360.2294
1726,low fat,0.173973652,baking goods,126.5362,supermarket,tier 3,9.1,high,1761.7068
6946,regular,0.05587277,breads,222.1088,supermarket,tier 2,7.05,medium,4026.7584
7036,low fat,0.019064377,snack foods,238.2248,supermarket,tier 1,15.2,medium,3555.372
594,low fat,0.080640478,household,167.779,supermarket,tier 1,5.82,small,2886.243
5888,low fat,0.120474481,household,165.5868,supermarket,tier 2,8.39,small,1965.4416
1615,regular,0.071958197,dairy,195.3794,supermarket,tier 1,8.575,medium,3511.4292
1755,low fat,0.036057562,fruits and vegetables,260.3278,supermarket,tier 3,16.2,medium,2342.9502
5885,low fat,0.0,household,187.1898,supermarket,tier 3,20.2,high,2993.4368
6521,low fat,0.043238822,baking goods,92.5436,supermarket,tier 1,7.75,small,1701.7848
7349,regular,0.0,dairy,55.8298,supermarket,tier 2,5.325,small,485.3682
231,regular,0.13956116,seafood,170.4764,supermarket,tier 3,12.857645184136183,medium,3435.528
5846,low fat,0.081562686,baking goods,112.7544,supermarket,tier 2,15.6,medium,1118.544
7752,low fat,0.015385857,frozen foods,208.9928,supermarket,tier 3,12.857645184136183,medium,9678.0688
3971,regular,0.0,meat,102.4674,grocery store,tier 3,11.8,medium,203.7348
6110,regular,0.076474728,frozen foods,191.8846,supermarket,tier 2,12.65,medium,1146.5076
8516,low fat,0.118661426,others,58.7588,supermarket,tier 3,18.6,medium,858.882
2263,low fat,0.058346234,snack foods,44.0744,supermarket,tier 3,15.0,high,633.8416
7932,low fat,0.028382853,health and hygiene,109.4596,grocery store,tier 1,12.857645184136183,small,647.1576
5995,low fat,0.023585598,fruits and vegetables,94.7778,supermarket,tier 2,20.6,medium,1314.2892
2960,low fat,0.0,household,197.111,supermarket,tier 1,14.15,medium,3731.809
6416,low fat,0.010630949,meat,65.9826,supermarket,tier 1,6.17,small,1162.4868
3395,regular,0.043978369,fruits and vegetables,178.4318,supermarket,tier 3,12.857645184136183,medium,2526.0452
4581,low fat,0.009463757,baking goods,73.838,supermarket,tier 2,12.3,medium,1245.046
4694,low fat,0.115233813,frozen foods,94.4094,supermarket,tier 3,9.065,high,2856.282
8098,regular,0.05336162,canned,200.1742,supermarket,tier 3,12.857645184136183,medium,6171.3002
7316,low fat,0.074177667,household,93.2462,supermarket,tier 3,20.2,high,1018.0082
1515,low fat,0.070780558,soft drinks,114.586,supermarket,tier 1,4.59,small,1245.046
216,regular,0.0,fruits and vegetables,131.2968,grocery store,tier 3,6.11,medium,260.9936
1038,regular,0.026643448,meat,37.9532,supermarket,tier 1,13.65,medium,862.8768
323,regular,0.008326735,dairy,149.9708,supermarket,tier 2,11.15,medium,1956.1204
6289,regular,0.146527359,seafood,147.905,supermarket,tier 1,17.35,medium,2247.075
4511,low fat,0.020697723,breads,198.8742,supermarket,tier 1,12.5,small,5773.1518
3774,low fat,0.030556922,health and hygiene,190.6162,supermarket,tier 2,18.35,medium,3271.0754
2223,regular,0.117026714,baking goods,189.2214,grocery store,tier 3,16.7,medium,188.4214
7012,low fat,0.08152738,others,140.3154,supermarket,tier 3,6.095,medium,1843.6002
6018,regular,0.028982682,fruits and vegetables,79.596,supermarket,tier 1,6.76,small,1438.128
893,regular,0.159587755,fruits and vegetables,145.3102,supermarket,tier 3,13.5,high,729.051
4781,low fat,0.121178848,household,165.1868,supermarket,tier 2,8.39,medium,2784.3756
7738,low fat,0.083698962,household,163.4552,supermarket,tier 3,14.65,medium,2599.2832
1850,low fat,0.034668802,health and hygiene,98.5726,supermarket,tier 2,5.51,medium,1761.7068
3477,low fat,0.090562192,household,198.211,supermarket,tier 1,16.35,small,1964.11
3475,regular,0.056825065,snack foods,230.9984,supermarket,tier 3,13.8,high,4633.968
324,low fat,0.021362955,fruits and vegetables,103.2306,supermarket,tier 1,20.85,medium,2404.2038
1215,regular,0.102704495,canned,94.312,supermarket,tier 2,20.25,small,2982.784
6021,low fat,0.025169703,health and hygiene,150.4734,supermarket,tier 1,20.75,medium,1187.7872
7819,regular,0.016650191,frozen foods,97.4726,supermarket,tier 2,16.2,small,1174.4712
5129,regular,0.086764795,snack foods,156.7972,supermarket,tier 2,10.695,small,3427.5384
4990,low fat,0.015858893,snack foods,152.9366,supermarket,tier 2,18.6,medium,453.4098
8016,low fat,0.018275994,canned,115.2808,grocery store,tier 1,12.857645184136183,small,117.1808
8386,low fat,0.038454076,dairy,61.5852,supermarket,tier 1,6.92,small,813.6076
1730,regular,0.153011599,frozen foods,215.2218,supermarket,tier 2,7.47,medium,3419.5488
7712,regular,0.033489979,meat,156.6314,supermarket,tier 1,9.3,medium,1241.0512
3047,regular,0.127283051,frozen foods,191.7846,grocery store,tier 3,12.65,medium,382.1692
1129,low fat,0.113669629,canned,89.0198,grocery store,tier 1,12.857645184136183,small,174.4396
7275,low fat,0.02492239,soft drinks,153.4998,supermarket,tier 3,17.85,medium,2922.1962
2510,regular,0.01903743,fruits and vegetables,60.5536,supermarket,tier 2,15.7,medium,490.0288
4552,regular,0.0,snack foods,58.7588,grocery store,tier 1,12.857645184136183,small,400.8116
3352,regular,0.054637635,meat,93.3094,supermarket,tier 1,11.3,medium,3046.7008
664,low fat,0.018485511,frozen foods,253.1698,supermarket,tier 3,12.15,medium,1522.0188
7605,low fat,0.044472637,frozen foods,43.3454,supermarket,tier 2,16.2,medium,922.7988
3106,regular,0.055451725,canned,122.6046,supermarket,tier 3,7.81,medium,2365.5874
208,regular,0.051643608,snack foods,107.3622,grocery store,tier 1,12.857645184136183,small,317.5866
5478,low fat,0.041851756,soft drinks,162.7526,supermarket,tier 2,17.6,medium,3124.5994
747,regular,0.0,dairy,144.2102,supermarket,tier 2,18.5,small,2041.3428
2374,low fat,0.003606726,hard drinks,154.1998,supermarket,tier 3,5.88,medium,1384.1982
4897,regular,0.093883945,canned,200.4742,grocery store,tier 1,12.857645184136183,small,398.1484
798,low fat,0.024521191,breads,100.6332,supermarket,tier 2,6.55,small,2665.8632
88,regular,0.123115764,snack foods,95.6436,supermarket,tier 1,6.305,small,661.8052
734,low fat,0.008644894,household,122.6756,supermarket,tier 2,5.03,small,2665.8632
196,regular,0.097313129,frozen foods,48.0718,supermarket,tier 1,19.0,small,992.7078
8355,low fat,0.038978526,snack foods,148.6418,supermarket,tier 3,18.0,high,2795.6942
7295,low fat,0.036344721,fruits and vegetables,122.3756,supermarket,tier 2,20.5,medium,2544.6876
6061,low fat,0.069514712,snack foods,108.7228,supermarket,tier 2,7.485,medium,1326.2736
1174,regular,0.047801883,frozen foods,127.4362,supermarket,tier 1,16.1,small,2265.0516
7486,regular,0.076002991,snack foods,83.4908,supermarket,tier 2,11.65,medium,503.3448
2245,low fat,0.056394771,seafood,51.3982,supermarket,tier 2,12.6,medium,473.3838
6460,low fat,0.027114238,soft drinks,151.9682,supermarket,tier 2,8.52,medium,1677.1502
7356,regular,0.12332588,snack foods,90.2514,supermarket,tier 3,6.67,high,974.0654
5783,regular,0.174450933,meat,151.0708,supermarket,tier 2,9.035,medium,2708.4744
4447,low fat,0.02316823,soft drinks,47.506,grocery store,tier 3,9.8,medium,186.424
6310,low fat,0.162107603,snack foods,106.3622,supermarket,tier 3,10.85,high,2117.244
3820,regular,0.136984147,snack foods,192.682,supermarket,tier 3,6.89,medium,2703.148
2691,low fat,0.024651269,household,179.5686,supermarket,tier 1,13.15,small,1422.1488
1153,low fat,0.026192765,snack foods,215.685,supermarket,tier 3,9.8,medium,649.155
198,regular,0.098663652,dairy,62.9194,supermarket,tier 3,12.857645184136183,medium,2105.2596
3078,regular,0.031598706,baking goods,172.9764,supermarket,tier 2,12.6,medium,2233.0932
4127,regular,0.031573246,canned,99.47,supermarket,tier 3,13.65,medium,299.61
5141,regular,0.052493162,frozen foods,113.9176,supermarket,tier 1,16.7,medium,2519.3872
1097,regular,0.04016342,snack foods,181.166,supermarket,tier 3,12.857645184136183,medium,3415.554
548,low fat,0.01806055,health and hygiene,97.0094,supermarket,tier 2,17.85,medium,2094.6068
3126,regular,0.086837543,frozen foods,106.2306,supermarket,tier 3,12.857645184136183,medium,2090.612
7389,low fat,0.012689327,health and hygiene,39.7506,supermarket,tier 3,16.5,medium,227.7036
2373,regular,0.102407778,canned,234.33,supermarket,tier 2,4.615,medium,3961.51
4198,regular,0.085617517,snack foods,229.3668,supermarket,tier 2,10.65,medium,2303.668
4454,low fat,0.069902438,starchy foods,261.3252,supermarket,tier 3,12.8,medium,3410.2276
1321,low fat,0.075889215,health and hygiene,37.6532,supermarket,tier 2,16.75,medium,575.2512
3886,low fat,0.021757269,breads,165.0184,supermarket,tier 1,12.15,medium,3302.368
6956,low fat,0.047059016,others,100.1016,supermarket,tier 3,5.5,high,2125.2336
7559,low fat,0.123151947,hard drinks,175.2396,supermarket,tier 3,4.61,medium,2093.2752
7891,regular,0.025616191,snack foods,188.1872,supermarket,tier 3,12.857645184136183,medium,6239.8776
6603,low fat,0.023866079,soft drinks,107.128,supermarket,tier 3,8.575,high,958.752
4994,low fat,0.010381661,household,207.8954,supermarket,tier 1,18.75,medium,2292.3494
4301,low fat,0.184440421,fruits and vegetables,99.67,supermarket,tier 2,8.985,medium,3295.71
5769,low fat,0.123338082,starchy foods,206.1638,supermarket,tier 3,7.435,medium,1656.5104
6474,regular,0.159165324,fruits and vegetables,63.4194,supermarket,tier 2,17.25,small,1547.985
2943,low fat,0.138171603,dairy,191.4504,grocery store,tier 3,10.8,medium,575.2512
2318,low fat,0.020993364,household,166.8474,grocery store,tier 3,17.7,medium,168.4474
5945,low fat,0.0,dairy,78.467,supermarket,tier 1,20.7,small,1607.907
5824,regular,0.159720671,snack foods,144.5128,supermarket,tier 1,16.5,small,3595.32
8039,low fat,0.081485126,fruits and vegetables,258.0988,supermarket,tier 2,16.75,medium,8994.958
7402,regular,0.011419301,frozen foods,91.0488,supermarket,tier 3,6.115,medium,1629.8784
4169,low fat,0.137410256,hard drinks,161.7578,supermarket,tier 1,18.85,medium,1604.578
4603,regular,0.0,meat,81.6276,supermarket,tier 1,20.35,small,1787.0072
6732,low fat,0.015863075,snack foods,161.821,supermarket,tier 3,7.945,high,2446.815
937,low fat,0.065576228,frozen foods,47.7402,supermarket,tier 3,13.65,high,643.1628
5566,low fat,0.071992202,hard drinks,38.3506,supermarket,tier 2,8.365,medium,986.7156
3206,low fat,0.236616754,snack foods,217.6482,grocery store,tier 1,12.857645184136183,small,219.0482
6542,low fat,0.055671582,baking goods,133.3284,supermarket,tier 2,18.85,medium,263.6568
1793,low fat,0.03749705,baking goods,49.9034,supermarket,tier 1,6.8,small,194.4136
622,low fat,0.039428167,household,127.9678,supermarket,tier 3,20.35,medium,3560.6984
6056,low fat,0.011285795,household,235.8248,supermarket,tier 2,10.5,small,4266.4464
6156,low fat,0.041789718,household,256.1014,supermarket,tier 3,13.0,high,2550.014
2523,low fat,0.010003987,snack foods,250.7408,supermarket,tier 3,7.905,high,5757.8384
5563,low fat,0.0931174,breads,118.6098,supermarket,tier 2,4.785,medium,361.5294
5940,low fat,0.008519718,health and hygiene,116.9492,supermarket,tier 3,12.857645184136183,medium,2780.3808
3185,low fat,0.017979145,starchy foods,178.3686,supermarket,tier 3,18.0,medium,3199.8348
8334,low fat,0.020698674,breads,86.3566,supermarket,tier 3,13.15,high,1099.2358
7504,low fat,0.159394437,others,105.6938,grocery store,tier 1,12.857645184136183,small,214.3876
2110,regular,0.079376029,frozen foods,81.7276,supermarket,tier 2,11.6,medium,1949.4624
4334,low fat,0.162462044,health and hygiene,117.6492,grocery store,tier 3,15.2,medium,347.5476
4306,regular,0.0,fruits and vegetables,257.5646,supermarket,tier 3,8.05,high,5153.292
2913,regular,0.024503972,fruits and vegetables,195.111,supermarket,tier 3,14.15,medium,982.055
5231,low fat,0.091042211,household,162.6894,supermarket,tier 3,12.857645184136183,medium,2588.6304
5876,regular,0.064441812,fruits and vegetables,110.957,grocery store,tier 3,12.35,medium,219.714
7811,low fat,0.020618957,soft drinks,153.0656,supermarket,tier 2,8.785,medium,4170.5712
620,regular,0.134532392,canned,39.448,supermarket,tier 1,8.1,medium,878.856
1544,regular,0.048486801,baking goods,131.2626,supermarket,tier 3,5.465,high,3410.2276
4010,regular,0.038528228,snack foods,143.9102,supermarket,tier 1,16.7,small,1749.7224
8256,regular,0.086281593,snack foods,170.579,supermarket,tier 3,11.15,medium,1358.232
4535,regular,0.151925271,soft drinks,46.6086,supermarket,tier 2,6.11,small,624.5204
14,low fat,0.0680243,fruits and vegetables,196.4426,supermarket,tier 3,16.35,high,1977.426
478,regular,0.0,baking goods,151.3366,supermarket,tier 2,6.135,medium,1057.9562
1352,low fat,0.054056927,snack foods,116.8466,supermarket,tier 1,20.35,small,2356.932
2317,low fat,0.18293775,others,243.0196,supermarket,tier 1,19.2,medium,3615.294
8449,low fat,0.019716846,canned,191.9188,grocery store,tier 1,12.857645184136183,small,571.2564
2476,low fat,0.026769592,household,77.0354,supermarket,tier 3,12.857645184136183,medium,2332.2974
6340,low fat,0.0,health and hygiene,182.1608,supermarket,tier 1,16.2,medium,3123.9336
5245,low fat,0.005557062,frozen foods,122.1414,supermarket,tier 1,7.93,medium,2924.1936
7594,low fat,0.164724567,meat,98.4042,grocery store,tier 3,10.8,medium,99.2042
3799,regular,0.12152072,frozen foods,118.0466,supermarket,tier 1,20.7,small,1060.6194
1033,regular,0.01612717,canned,189.3556,supermarket,tier 3,12.857645184136183,medium,2253.0672
7111,low fat,0.046079558,health and hygiene,151.5682,supermarket,tier 2,18.7,small,1982.0866
286,low fat,0.082551042,fruits and vegetables,147.3734,grocery store,tier 3,18.2,medium,296.9468
550,regular,0.076705948,snack foods,34.7558,supermarket,tier 2,11.8,small,780.9834
7011,regular,0.140811559,seafood,173.5764,supermarket,tier 3,5.365,medium,2061.3168
7032,regular,0.130657442,meat,106.4596,grocery store,tier 3,9.195,medium,215.7192
7381,regular,0.05357685,baking goods,122.2072,supermarket,tier 3,12.857645184136183,medium,3552.7088
4194,regular,0.031261583,canned,52.564,supermarket,tier 2,14.0,small,639.168
4441,regular,0.064618976,starchy foods,89.8804,supermarket,tier 1,12.3,small,1286.3256
2543,regular,0.038167453,snack foods,89.4856,supermarket,tier 2,13.15,medium,1230.3984
7502,low fat,0.033938279,others,132.5284,supermarket,tier 2,18.5,small,1318.284
2094,regular,0.018096488,frozen foods,179.566,supermarket,tier 3,19.75,medium,2696.49
2641,low fat,0.068765925,breads,216.9166,supermarket,tier 3,12.857645184136183,medium,4354.332
1916,low fat,0.036287517,fruits and vegetables,121.2756,supermarket,tier 3,20.5,medium,2181.1608
6312,low fat,0.030060895,snack foods,166.4816,supermarket,tier 3,17.7,medium,2013.3792
1569,low fat,0.111554381,snack foods,59.822,supermarket,tier 3,12.857645184136183,medium,1677.816
1425,low fat,0.062640143,starchy foods,36.6532,supermarket,tier 2,12.15,medium,251.6724
2375,regular,0.093801337,snack foods,126.0704,supermarket,tier 1,11.8,medium,1251.704
6911,regular,0.065153295,fruits and vegetables,88.4856,supermarket,tier 3,14.3,high,1406.1696
6497,regular,0.152813518,soft drinks,45.6086,supermarket,tier 2,6.11,medium,1025.9978
1871,low fat,0.021860985,frozen foods,193.3162,supermarket,tier 1,12.3,small,3078.6592
