Unnamed: 0,item_fat_content,item_visibility,item_type,item_mrp,outlet_type,outlet_location_type,item_weight_mean,outlet_size_mode,item_outlet_sales
1412,2185.4785638186377,0.123346085,2203.0266907103824,172.5396,2470.1089498573588,2333.5835031710585,4.61,2301.333706477927,3663.2316
7436,2185.4785638186377,0.0,2261.7029123655916,145.6418,2470.1089498573588,2306.68713081761,20.25,2347.469406989247,3384.2614
7818,2185.4785638186377,0.058168807,2216.495402238806,249.575,344.99058696158323,2306.68713081761,17.75,2301.333706477927,499.35
1905,2185.4785638186377,0.08630486,2295.1017390319257,168.0816,2470.1089498573588,2306.68713081761,9.0,2301.333706477927,2181.1608
3315,2185.4785638186377,0.0,1980.0015603143418,100.1384,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,2956.152
3605,2232.8780279127213,0.112316501,2321.843276846307,193.9478,2470.1089498573588,2306.68713081761,20.5,2347.469406989247,4456.1994
7088,2232.8780279127213,0.23653561,2458.4508953125,184.1924,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,185.0924
1507,2232.8780279127213,0.026950104,1980.0015603143418,220.9456,2470.1089498573588,2306.68713081761,15.0,2301.333706477927,1768.3648
2683,2185.4785638186377,0.037457098,2249.6992643274853,83.4224,2470.1089498573588,1895.446358315565,5.175,2301.333706477927,1448.7808
5950,2232.8780279127213,0.066311153,2128.1382869309837,145.776,2470.1089498573588,2333.5835031710585,15.15,2301.333706477927,3954.852
7305,2185.4785638186377,0.059834024,2321.843276846307,133.5284,344.99058696158323,2306.68713081761,10.895,2301.333706477927,263.6568
842,2185.4785638186377,0.076855207,2216.495402238806,59.3536,2470.1089498573588,1895.446358315565,6.13,2301.333706477927,1470.0864
1146,2185.4785638186377,0.0,2203.0266907103824,72.338,2470.1089498573588,1895.446358315565,10.8,2301.333706477927,805.618
5697,2185.4785638186377,0.08279545,2128.1382869309837,245.8776,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,4705.8744
5446,2232.8780279127213,0.039381633,2295.1017390319257,98.041,2470.1089498573588,2306.68713081761,17.6,2301.333706477927,675.787
2244,2185.4785638186377,0.017141985,2216.495402238806,50.035,2470.1089498573588,2306.68713081761,7.935,2347.469406989247,149.805
7175,2185.4785638186377,0.010033871,2261.7029123655916,177.937,2470.1089498573588,2306.68713081761,13.6,2301.333706477927,2293.681
1253,2232.8780279127213,0.032435437,2031.1150587570621,124.873,2470.1089498573588,2333.5835031710585,8.26,1929.3022135362014,2956.152
463,2185.4785638186377,0.031599715,2261.7029123655916,111.3228,2470.1089498573588,2333.5835031710585,6.26,2301.333706477927,2431.5016
3715,2185.4785638186377,0.108879177,2295.1017390319257,161.5578,2470.1089498573588,1895.446358315565,20.75,2301.333706477927,320.9156
5006,2185.4785638186377,0.0,2261.7029123655916,140.5154,2470.1089498573588,2333.5835031710585,8.18,2301.333706477927,1701.7848
5278,2185.4785638186377,0.042113173,2295.1017390319257,42.5428,2470.1089498573588,2306.68713081761,10.195,2301.333706477927,878.856
6775,2232.8780279127213,0.104786172,2295.1017390319257,172.2764,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,1545.9876
2855,2185.4785638186377,0.309390255,2261.7029123655916,33.2216,344.99058696158323,2306.68713081761,7.67,2301.333706477927,138.4864
5907,2185.4785638186377,0.174049032,2216.495402238806,52.9298,2470.1089498573588,1895.446358315565,11.65,1929.3022135362014,647.1576
1926,2232.8780279127213,0.098765906,2128.1382869309837,196.3768,2470.1089498573588,2333.5835031710585,13.1,1929.3022135362014,2167.8448
8290,2185.4785638186377,0.067676056,2261.7029123655916,40.8796,2470.1089498573588,2333.5835031710585,19.1,2301.333706477927,371.5164
378,2185.4785638186377,0.060495243,2216.495402238806,169.8106,2470.1089498573588,2306.68713081761,16.75,2347.469406989247,3251.1014
3066,2185.4785638186377,0.0,2295.1017390319257,92.9462,2470.1089498573588,2306.68713081761,6.675,2301.333706477927,1018.0082
5956,2232.8780279127213,0.03362713,2191.2563766153844,156.1314,2470.1089498573588,2333.5835031710585,9.3,2301.333706477927,620.5256
1335,2185.4785638186377,0.0,2249.6992643274853,90.2804,2470.1089498573588,2306.68713081761,16.25,2301.333706477927,1653.8472
1223,2185.4785638186377,0.053397989,2249.6992643274853,149.3734,2470.1089498573588,2333.5835031710585,6.65,2301.333706477927,296.9468
6438,2232.8780279127213,0.049163321,2205.4099368421053,186.4556,344.99058696158323,2306.68713081761,5.94,2301.333706477927,563.2668
668,2232.8780279127213,0.104245198,2249.6992643274853,105.3622,2470.1089498573588,1895.446358315565,20.0,2301.333706477927,1270.3464
1957,2232.8780279127213,0.044281996,2321.843276846307,178.5318,2470.1089498573588,2333.5835031710585,13.1,2301.333706477927,3067.3406
4631,2232.8780279127213,0.067373081,2205.4099368421053,258.8988,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,3083.9856
7529,2185.4785638186377,0.087646694,2295.1017390319257,221.5798,2470.1089498573588,2306.68713081761,15.6,2347.469406989247,5509.495
6147,2185.4785638186377,0.010096684,2295.1017390319257,160.4552,2470.1089498573588,2333.5835031710585,17.6,2301.333706477927,2599.2832
8412,2232.8780279127213,0.13341564,2249.6992643274853,218.7798,2470.1089498573588,2333.5835031710585,11.0,2301.333706477927,2203.798
5601,2232.8780279127213,0.018789455,2321.843276846307,222.0772,2470.1089498573588,2306.68713081761,20.25,2347.469406989247,3113.2808
4717,2232.8780279127213,0.080697998,2128.1382869309837,39.8506,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,37.9506
2465,2232.8780279127213,0.036957777,2191.2563766153844,230.5352,2470.1089498573588,2333.5835031710585,10.395,2301.333706477927,4580.704
4475,2185.4785638186377,0.042552205,2321.843276846307,225.172,2470.1089498573588,2333.5835031710585,7.365,1929.3022135362014,3395.58
3459,2185.4785638186377,0.039723999,2295.1017390319257,41.048,2470.1089498573588,2333.5835031710585,18.85,2301.333706477927,918.804
6611,2185.4785638186377,0.058444176,2031.1150587570621,73.0696,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,223.7088
4814,2185.4785638186377,0.036109413,2321.843276846307,140.6154,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,4538.0928
2436,2232.8780279127213,0.019965179,2128.1382869309837,130.531,2470.1089498573588,1895.446358315565,15.1,2301.333706477927,908.817
7852,2232.8780279127213,0.121442754,2295.1017390319257,94.9752,2470.1089498573588,1895.446358315565,20.2,2301.333706477927,1342.2528
3309,2232.8780279127213,0.127727102,2216.495402238806,121.144,2470.1089498573588,1895.446358315565,10.695,1929.3022135362014,1917.504
7303,2185.4785638186377,0.163941937,2261.7029123655916,117.0124,2470.1089498573588,1895.446358315565,12.35,1929.3022135362014,1540.6612
5147,2185.4785638186377,0.0,2295.1017390319257,52.4008,2470.1089498573588,2333.5835031710585,11.35,1929.3022135362014,809.6128
7371,2185.4785638186377,0.136008489,2321.843276846307,171.7106,2470.1089498573588,2333.5835031710585,17.0,2301.333706477927,1711.106
4819,2185.4785638186377,0.084966021,2295.1017390319257,111.1912,2470.1089498573588,1895.446358315565,7.05,1929.3022135362014,1965.4416
1189,2185.4785638186377,0.070843019,2203.0266907103824,177.7344,2470.1089498573588,2333.5835031710585,9.695,2301.333706477927,1605.9096
2057,2185.4785638186377,0.066608487,2321.843276846307,184.624,2470.1089498573588,2333.5835031710585,6.78,1929.3022135362014,5406.296
3803,2185.4785638186377,0.006665667,2261.7029123655916,164.1184,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,3797.7232
5948,2185.4785638186377,0.134393836,2261.7029123655916,48.0718,344.99058696158323,2306.68713081761,9.1,2301.333706477927,47.2718
4919,2185.4785638186377,0.055514919,2261.7029123655916,112.5518,2470.1089498573588,1895.446358315565,9.1,2301.333706477927,341.5554
1880,2185.4785638186377,0.054670967,2367.2380291666664,158.6604,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,316.9208
5505,2185.4785638186377,0.022190488,2216.495402238806,113.1886,2470.1089498573588,2333.5835031710585,16.7,2301.333706477927,3335.658
1406,2185.4785638186377,0.076891526,2216.495402238806,61.5536,2470.1089498573588,2333.5835031710585,6.13,2301.333706477927,796.2968
1561,2185.4785638186377,0.035943717,2031.1150587570621,40.5138,2470.1089498573588,1895.446358315565,14.15,1929.3022135362014,446.7518
330,2185.4785638186377,0.09261307,2216.495402238806,76.367,2470.1089498573588,2306.68713081761,20.7,2347.469406989247,306.268
1175,2185.4785638186377,0.083198341,2128.1382869309837,246.0776,2470.1089498573588,1895.446358315565,5.155,1929.3022135362014,990.7104
5418,2185.4785638186377,0.096379585,2031.1150587570621,196.5768,2470.1089498573588,2333.5835031710585,15.35,1929.3022135362014,4729.8432
6912,2232.8780279127213,0.015087112,2191.2563766153844,250.1408,2470.1089498573588,2333.5835031710585,9.8,1929.3022135362014,4005.4528
2034,2185.4785638186377,0.06375108,2261.7029123655916,36.7848,2470.1089498573588,2333.5835031710585,10.695,1929.3022135362014,782.9808
2650,2185.4785638186377,0.053372768,2249.6992643274853,149.5734,2470.1089498573588,1895.446358315565,6.65,2301.333706477927,2524.0478
2164,2232.8780279127213,0.04586701,2128.1382869309837,37.9506,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,910.8144
214,2185.4785638186377,0.0,2261.7029123655916,161.5552,344.99058696158323,2306.68713081761,14.65,2301.333706477927,324.9104
4913,2232.8780279127213,0.029023048,2249.6992643274853,177.837,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,6704.606
5584,2232.8780279127213,0.041837331,1980.0015603143418,161.8868,2470.1089498573588,1895.446358315565,5.26,2301.333706477927,5077.3908
547,2185.4785638186377,0.030815427,2128.1382869309837,252.0698,344.99058696158323,2306.68713081761,12.15,2301.333706477927,1014.6792
5735,2232.8780279127213,0.072762086,2321.843276846307,120.9072,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,122.5072
1545,2185.4785638186377,0.132596101,2128.1382869309837,226.2062,344.99058696158323,2306.68713081761,18.25,2301.333706477927,677.1186
7274,2185.4785638186377,0.0,2128.1382869309837,109.1254,2470.1089498573588,2333.5835031710585,7.905,2301.333706477927,1627.881
3846,2185.4785638186377,0.061434045,2261.7029123655916,130.9968,2470.1089498573588,2306.68713081761,15.25,2301.333706477927,2348.9424
2760,2185.4785638186377,0.058676973,2216.495402238806,142.0128,2470.1089498573588,2333.5835031710585,7.075,2301.333706477927,2588.6304
172,2232.8780279127213,0.057373797,2191.2563766153844,151.4366,2470.1089498573588,2306.68713081761,11.8,2347.469406989247,1360.2294
1726,2185.4785638186377,0.173973652,1980.0015603143418,126.5362,2470.1089498573588,2306.68713081761,9.1,2347.469406989247,1761.7068
6946,2232.8780279127213,0.05587277,2205.4099368421053,222.1088,2470.1089498573588,2333.5835031710585,7.05,2301.333706477927,4026.7584
7036,2185.4785638186377,0.019064377,2295.1017390319257,238.2248,2470.1089498573588,1895.446358315565,15.2,2301.333706477927,3555.372
594,2185.4785638186377,0.080640478,2261.7029123655916,167.779,2470.1089498573588,1895.446358315565,5.82,1929.3022135362014,2886.243
5888,2185.4785638186377,0.120474481,2261.7029123655916,165.5868,2470.1089498573588,2333.5835031710585,8.39,1929.3022135362014,1965.4416
1615,2232.8780279127213,0.071958197,2216.495402238806,195.3794,2470.1089498573588,1895.446358315565,8.575,2301.333706477927,3511.4292
1755,2185.4785638186377,0.036057562,2321.843276846307,260.3278,2470.1089498573588,2306.68713081761,16.2,2301.333706477927,2342.9502
5885,2185.4785638186377,0.0,2261.7029123655916,187.1898,2470.1089498573588,2306.68713081761,20.2,2347.469406989247,2993.4368
6521,2185.4785638186377,0.043238822,1980.0015603143418,92.5436,2470.1089498573588,1895.446358315565,7.75,1929.3022135362014,1701.7848
7349,2232.8780279127213,0.0,2216.495402238806,55.8298,2470.1089498573588,2333.5835031710585,5.325,1929.3022135362014,485.3682
231,2232.8780279127213,0.13956116,2367.2380291666664,170.4764,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,3435.528
5846,2185.4785638186377,0.081562686,1980.0015603143418,112.7544,2470.1089498573588,2333.5835031710585,15.6,2301.333706477927,1118.544
7752,2185.4785638186377,0.015385857,2128.1382869309837,208.9928,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,9678.0688
3971,2232.8780279127213,0.0,2191.2563766153844,102.4674,344.99058696158323,2306.68713081761,11.8,2301.333706477927,203.7348
6110,2232.8780279127213,0.076474728,2128.1382869309837,191.8846,2470.1089498573588,2333.5835031710585,12.65,2301.333706477927,1146.5076
8516,2185.4785638186377,0.118661426,1934.838749640288,58.7588,2470.1089498573588,2306.68713081761,18.6,2301.333706477927,858.882
2263,2185.4785638186377,0.058346234,2295.1017390319257,44.0744,2470.1089498573588,2306.68713081761,15.0,2347.469406989247,633.8416
7932,2185.4785638186377,0.028382853,2048.9498498777507,109.4596,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,647.1576
5995,2185.4785638186377,0.023585598,2321.843276846307,94.7778,2470.1089498573588,2333.5835031710585,20.6,2301.333706477927,1314.2892
2960,2185.4785638186377,0.0,2261.7029123655916,197.111,2470.1089498573588,1895.446358315565,14.15,2301.333706477927,3731.809
6416,2185.4785638186377,0.010630949,2191.2563766153844,65.9826,2470.1089498573588,1895.446358315565,6.17,1929.3022135362014,1162.4868
3395,2232.8780279127213,0.043978369,2321.843276846307,178.4318,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,2526.0452
4581,2185.4785638186377,0.009463757,1980.0015603143418,73.838,2470.1089498573588,2333.5835031710585,12.3,2301.333706477927,1245.046
4694,2185.4785638186377,0.115233813,2128.1382869309837,94.4094,2470.1089498573588,2306.68713081761,9.065,2347.469406989247,2856.282
8098,2232.8780279127213,0.05336162,2249.6992643274853,200.1742,2470.1089498573588,2306.68713081761,12.857645184136183,2301.333706477927,6171.3002
7316,2185.4785638186377,0.074177667,2261.7029123655916,93.2462,2470.1089498573588,2306.68713081761,20.2,2347.469406989247,1018.0082
1515,2185.4785638186377,0.070780558,2031.1150587570621,114.586,2470.1089498573588,1895.446358315565,4.59,1929.3022135362014,1245.046
216,2232.8780279127213,0.0,2321.843276846307,131.2968,344.99058696158323,2306.68713081761,6.11,2301.333706477927,260.9936
1038,2232.8780279127213,0.026643448,2191.2563766153844,37.9532,2470.1089498573588,1895.446358315565,13.65,2301.333706477927,862.8768
323,2232.8780279127213,0.008326735,2216.495402238806,149.9708,2470.1089498573588,2333.5835031710585,11.15,2301.333706477927,1956.1204
6289,2232.8780279127213,0.146527359,2367.2380291666664,147.905,2470.1089498573588,1895.446358315565,17.35,2301.333706477927,2247.075
4511,2185.4785638186377,0.020697723,2205.4099368421053,198.8742,2470.1089498573588,1895.446358315565,12.5,1929.3022135362014,5773.1518
3774,2185.4785638186377,0.030556922,2048.9498498777507,190.6162,2470.1089498573588,2333.5835031710585,18.35,2301.333706477927,3271.0754
2223,2232.8780279127213,0.117026714,1980.0015603143418,189.2214,344.99058696158323,2306.68713081761,16.7,2301.333706477927,188.4214
7012,2185.4785638186377,0.08152738,1934.838749640288,140.3154,2470.1089498573588,2306.68713081761,6.095,2301.333706477927,1843.6002
6018,2232.8780279127213,0.028982682,2321.843276846307,79.596,2470.1089498573588,1895.446358315565,6.76,1929.3022135362014,1438.128
893,2232.8780279127213,0.159587755,2321.843276846307,145.3102,2470.1089498573588,2306.68713081761,13.5,2347.469406989247,729.051
4781,2185.4785638186377,0.121178848,2261.7029123655916,165.1868,2470.1089498573588,2333.5835031710585,8.39,2301.333706477927,2784.3756
7738,2185.4785638186377,0.083698962,2261.7029123655916,163.4552,2470.1089498573588,2306.68713081761,14.65,2301.333706477927,2599.2832
1850,2185.4785638186377,0.034668802,2048.9498498777507,98.5726,2470.1089498573588,2333.5835031710585,5.51,2301.333706477927,1761.7068
3477,2185.4785638186377,0.090562192,2261.7029123655916,198.211,2470.1089498573588,1895.446358315565,16.35,1929.3022135362014,1964.11
3475,2232.8780279127213,0.056825065,2295.1017390319257,230.9984,2470.1089498573588,2306.68713081761,13.8,2347.469406989247,4633.968
324,2185.4785638186377,0.021362955,2321.843276846307,103.2306,2470.1089498573588,1895.446358315565,20.85,2301.333706477927,2404.2038
1215,2232.8780279127213,0.102704495,2249.6992643274853,94.312,2470.1089498573588,2333.5835031710585,20.25,1929.3022135362014,2982.784
6021,2185.4785638186377,0.025169703,2048.9498498777507,150.4734,2470.1089498573588,1895.446358315565,20.75,2301.333706477927,1187.7872
7819,2232.8780279127213,0.016650191,2128.1382869309837,97.4726,2470.1089498573588,2333.5835031710585,16.2,1929.3022135362014,1174.4712
5129,2232.8780279127213,0.086764795,2295.1017390319257,156.7972,2470.1089498573588,2333.5835031710585,10.695,1929.3022135362014,3427.5384
4990,2185.4785638186377,0.015858893,2295.1017390319257,152.9366,2470.1089498573588,2333.5835031710585,18.6,2301.333706477927,453.4098
8016,2185.4785638186377,0.018275994,2249.6992643274853,115.2808,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,117.1808
8386,2185.4785638186377,0.038454076,2216.495402238806,61.5852,2470.1089498573588,1895.446358315565,6.92,1929.3022135362014,813.6076
1730,2232.8780279127213,0.153011599,2128.1382869309837,215.2218,2470.1089498573588,2333.5835031710585,7.47,2301.333706477927,3419.5488
7712,2232.8780279127213,0.033489979,2191.2563766153844,156.6314,2470.1089498573588,1895.446358315565,9.3,2301.333706477927,1241.0512
3047,2232.8780279127213,0.127283051,2128.1382869309837,191.7846,344.99058696158323,2306.68713081761,12.65,2301.333706477927,382.1692
1129,2185.4785638186377,0.113669629,2249.6992643274853,89.0198,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,174.4396
7275,2185.4785638186377,0.02492239,2031.1150587570621,153.4998,2470.1089498573588,2306.68713081761,17.85,2301.333706477927,2922.1962
2510,2232.8780279127213,0.01903743,2321.843276846307,60.5536,2470.1089498573588,2333.5835031710585,15.7,2301.333706477927,490.0288
4552,2232.8780279127213,0.0,2295.1017390319257,58.7588,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,400.8116
3352,2232.8780279127213,0.054637635,2191.2563766153844,93.3094,2470.1089498573588,1895.446358315565,11.3,2301.333706477927,3046.7008
664,2185.4785638186377,0.018485511,2128.1382869309837,253.1698,2470.1089498573588,2306.68713081761,12.15,2301.333706477927,1522.0188
7605,2185.4785638186377,0.044472637,2128.1382869309837,43.3454,2470.1089498573588,2333.5835031710585,16.2,2301.333706477927,922.7988
3106,2232.8780279127213,0.055451725,2249.6992643274853,122.6046,2470.1089498573588,2306.68713081761,7.81,2301.333706477927,2365.5874
208,2232.8780279127213,0.051643608,2295.1017390319257,107.3622,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,317.5866
5478,2185.4785638186377,0.041851756,2031.1150587570621,162.7526,2470.1089498573588,2333.5835031710585,17.6,2301.333706477927,3124.5994
747,2232.8780279127213,0.0,2216.495402238806,144.2102,2470.1089498573588,2333.5835031710585,18.5,1929.3022135362014,2041.3428
2374,2185.4785638186377,0.003606726,2203.0266907103824,154.1998,2470.1089498573588,2306.68713081761,5.88,2301.333706477927,1384.1982
4897,2232.8780279127213,0.093883945,2249.6992643274853,200.4742,344.99058696158323,1895.446358315565,12.857645184136183,1929.3022135362014,398.1484
798,2185.4785638186377,0.024521191,2205.4099368421053,100.6332,2470.1089498573588,2333.5835031710585,6.55,1929.3022135362014,2665.8632
88,2232.8780279127213,0.123115764,2295.1017390319257,95.6436,2470.1089498573588,1895.446358315565,6.305,1929.3022135362014,661.8052
