item_fat_content,item_visibility,item_type,item_mrp,outlet_type,outlet_location_type,item_weight_mean,outlet_size_mode,item_outlet_sales
low fat,0.033082215,meat,172.5738,supermarket,tier 2,19.35,small,4865.6664
regular,0.078946455,dairy,186.024,supermarket,tier 2,13.65,medium,1118.544
low fat,0.041700756,soft drinks,164.8526,supermarket,tier 2,17.6,medium,2302.3364
low fat,0.143422643,health and hygiene,95.841,supermarket,tier 1,8.645,small,2027.361
regular,0.105296072,snack foods,170.1764,supermarket,tier 1,15.6,small,3435.528
regular,0.121531501,baking goods,59.222,supermarket,tier 3,15.85,high,599.22
low fat,0.0,starchy foods,164.7526,supermarket,tier 2,18.25,medium,4604.6728
low fat,0.011324862,canned,189.6188,supermarket,tier 2,7.855,medium,2285.0256
low fat,0.186357148,household,254.3698,supermarket,tier 1,7.825,medium,5580.7356
regular,0.024205661,frozen foods,114.0176,supermarket,tier 1,8.39,small,2290.352
low fat,0.033230816,snack foods,172.3422,supermarket,tier 1,12.85,medium,1207.0954
low fat,0.113720344,baking goods,89.9804,grocery store,tier 1,12.857645184136183,small,643.1628
low fat,0.112556507,frozen foods,104.9622,supermarket,tier 2,19.0,medium,1587.933
low fat,0.0,canned,222.5456,supermarket,tier 2,5.905,medium,5305.0944
low fat,0.059352241,snack foods,101.87,supermarket,tier 1,7.76,small,1697.79
regular,0.014087057,frozen foods,180.3344,supermarket,tier 1,11.8,small,1427.4752
low fat,0.045230944,snack foods,187.9556,supermarket,tier 3,16.75,medium,4693.89
low fat,0.293417759,household,194.6136,grocery store,tier 1,12.857645184136183,small,583.2408
regular,0.031382044,baking goods,171.3764,supermarket,tier 3,12.857645184136183,medium,3091.9752
regular,0.12639886,fruits and vegetables,177.0028,supermarket,tier 2,15.5,medium,2479.4392
low fat,0.025403898,fruits and vegetables,160.992,supermarket,tier 2,6.055,small,2716.464
regular,0.039057677,breakfast,155.963,supermarket,tier 3,12.857645184136183,medium,3285.723
regular,0.123115764,snack foods,95.6436,supermarket,tier 1,6.305,small,661.8052
low fat,0.039624006,meat,117.2808,supermarket,tier 1,20.85,medium,1523.3504
low fat,0.040421193,fruits and vegetables,122.173,grocery store,tier 3,20.75,medium,369.519
low fat,0.105274111,dairy,39.9138,supermarket,tier 1,8.895,medium,690.4346
low fat,0.033970195,soft drinks,55.1614,supermarket,tier 2,19.6,medium,1381.535
low fat,0.053212652,fruits and vegetables,57.893,supermarket,tier 2,19.7,small,622.523
low fat,0.024378706,health and hygiene,114.5492,supermarket,tier 2,9.8,small,1274.3412
low fat,0.009714595,frozen foods,120.0414,grocery store,tier 1,12.857645184136183,small,487.3656
low fat,0.131383762,frozen foods,246.046,supermarket,tier 1,12.15,medium,1231.73
regular,0.07461309,fruits and vegetables,187.4556,supermarket,tier 2,8.75,small,3755.112
low fat,0.028459761,household,149.9708,supermarket,tier 3,12.857645184136183,medium,4363.6532
regular,0.074627201,fruits and vegetables,187.8556,supermarket,tier 1,8.75,small,1314.2892
low fat,0.063695084,frozen foods,151.0708,supermarket,tier 2,13.3,medium,1805.6496
regular,0.045797829,snack foods,178.5344,supermarket,tier 3,12.857645184136183,medium,2854.9504
regular,0.115857223,snack foods,179.1028,supermarket,tier 1,8.31,medium,3896.2616
regular,0.024832806,soft drinks,38.7822,supermarket,tier 3,16.75,high,667.7974
low fat,0.034027909,snack foods,212.0902,supermarket,tier 3,19.75,medium,3185.853
regular,0.0467696,canned,141.1838,supermarket,tier 3,17.1,high,2247.7408
regular,0.116576702,baking goods,163.121,supermarket,tier 3,10.5,high,1794.331
regular,0.0,baking goods,121.3098,supermarket,tier 2,6.635,medium,2530.7058
low fat,0.278974075,soft drinks,225.372,grocery store,tier 1,12.857645184136183,small,679.116
low fat,0.035913805,soft drinks,41.4138,supermarket,tier 3,14.15,high,812.276
low fat,0.079806266,dairy,232.53,supermarket,tier 1,13.3,small,699.09
low fat,0.005505481,frozen foods,102.4016,supermarket,tier 2,8.89,medium,2732.4432
regular,0.064625342,meat,176.937,grocery store,tier 1,12.857645184136183,small,176.437
low fat,0.071636937,snack foods,121.7098,supermarket,tier 3,12.857645184136183,medium,4097.3332
regular,0.0,breads,173.2054,supermarket,tier 2,9.1,medium,3151.8972
low fat,0.032677678,frozen foods,239.0906,supermarket,tier 1,7.5,medium,5942.265
regular,0.160760054,frozen foods,192.4478,supermarket,tier 2,16.85,medium,4843.695
low fat,0.06911065,snack foods,109.0228,supermarket,tier 2,7.485,small,2542.0244
low fat,0.041177505,soft drinks,140.3154,supermarket,tier 2,11.6,medium,2552.6772
low fat,0.040081193,snack foods,227.0694,supermarket,tier 3,11.65,medium,1141.847
low fat,0.035307322,household,47.5034,supermarket,tier 2,13.0,medium,680.4476
low fat,0.063017847,soft drinks,159.0578,supermarket,tier 2,12.65,medium,2085.9514
regular,0.171938781,canned,92.512,grocery store,tier 3,20.25,medium,186.424
regular,0.040197932,canned,190.153,supermarket,tier 2,8.6,small,3036.048
low fat,0.049058014,breads,62.7194,supermarket,tier 2,12.6,medium,866.8716
low fat,0.01161096,frozen foods,95.041,supermarket,tier 2,17.7,small,868.869
low fat,0.183507295,soft drinks,82.4276,supermarket,tier 1,14.15,small,1137.1864
low fat,0.102349519,dairy,52.7956,supermarket,tier 2,19.25,medium,928.1252
low fat,0.086708987,hard drinks,151.7682,supermarket,tier 3,8.88,high,762.341
low fat,0.032835147,household,40.2822,supermarket,tier 2,20.5,medium,707.0796
low fat,0.033809913,canned,180.5976,supermarket,tier 3,12.857645184136183,medium,7968.2944
low fat,0.07266912,household,160.292,supermarket,tier 1,13.5,small,1438.128
low fat,0.144338493,health and hygiene,224.4404,supermarket,tier 3,12.857645184136183,medium,6976.2524
low fat,0.009163216,frozen foods,101.7016,grocery store,tier 3,8.89,medium,101.2016
low fat,0.011307038,canned,188.5188,supermarket,tier 3,7.855,medium,952.094
low fat,0.076855628,household,116.0492,supermarket,tier 1,7.235,small,1969.4364
low fat,0.059956876,starchy foods,165.4526,supermarket,tier 3,12.857645184136183,medium,5262.4832
low fat,0.038532062,dairy,60.5852,supermarket,tier 2,6.92,medium,1314.2892
low fat,0.043209581,fruits and vegetables,90.8172,supermarket,tier 2,9.3,medium,535.3032
low fat,0.056816465,others,132.1284,grocery store,tier 3,18.5,medium,263.6568
low fat,0.019866705,household,154.5972,supermarket,tier 2,8.02,small,1402.1748
low fat,0.048331717,household,105.1622,supermarket,tier 2,9.195,medium,1693.7952
low fat,0.091221855,others,105.5938,supermarket,tier 2,12.8,medium,2143.876
low fat,0.027622076,household,177.6344,supermarket,tier 1,16.6,medium,2676.516
regular,0.0,frozen foods,53.064,supermarket,tier 2,14.0,small,905.488
low fat,0.039355947,frozen foods,246.3802,supermarket,tier 1,18.6,medium,7370.406
low fat,0.060836524,starchy foods,226.8404,supermarket,tier 2,16.0,small,6301.1312
low fat,0.082316506,health and hygiene,160.692,supermarket,tier 2,17.6,small,1597.92
low fat,0.155350299,snack foods,178.237,supermarket,tier 2,21.25,small,529.311
low fat,0.076841095,household,117.5492,supermarket,tier 2,7.235,small,1969.4364
low fat,0.151419185,soft drinks,50.3692,supermarket,tier 2,14.6,medium,1034.6532
regular,0.026001976,frozen foods,161.521,supermarket,tier 3,13.85,medium,1794.331
regular,0.073209447,frozen foods,197.6426,supermarket,tier 3,13.65,medium,2768.3964
low fat,0.041683481,soft drinks,31.29,supermarket,tier 3,12.857645184136183,medium,898.83
low fat,0.042560252,fruits and vegetables,226.172,supermarket,tier 1,7.365,small,3169.208
low fat,0.014081156,household,223.5746,supermarket,tier 3,18.35,medium,3589.9936
regular,0.0,baking goods,132.5626,supermarket,tier 3,5.465,medium,262.3252
low fat,0.152918384,breakfast,99.8358,supermarket,tier 2,18.6,medium,1910.1802
low fat,0.030969274,soft drinks,140.9154,supermarket,tier 2,13.85,medium,1701.7848
regular,0.060376776,frozen foods,154.5656,supermarket,tier 3,14.0,high,2471.4496
regular,0.04192285,snack foods,54.764,supermarket,tier 3,14.0,high,1331.6
low fat,0.077367431,fruits and vegetables,97.0094,supermarket,tier 3,12.857645184136183,medium,1808.9786
low fat,0.045838211,canned,222.5456,supermarket,tier 3,5.905,medium,3315.684
low fat,0.071077939,soft drinks,114.2518,supermarket,tier 1,7.27,small,2618.5914
regular,0.094659871,meat,214.556,supermarket,tier 1,6.155,small,2769.728
regular,0.077608838,soft drinks,233.4958,supermarket,tier 2,19.5,medium,5375.0034
low fat,0.021327477,canned,216.8824,supermarket,tier 2,15.2,medium,2838.9712
regular,0.042485444,canned,125.0046,supermarket,tier 3,12.15,medium,1743.0644
low fat,0.025578526,household,198.8084,supermarket,tier 3,12.857645184136183,medium,5555.4352
low fat,0.0489808,breads,61.9194,supermarket,tier 3,12.6,medium,619.194
low fat,0.019471688,others,164.821,supermarket,tier 2,14.5,small,2120.573
low fat,0.122918852,fruits and vegetables,173.0738,supermarket,tier 2,16.6,medium,3823.0236
regular,0.057373797,meat,151.4366,supermarket,tier 3,11.8,high,1360.2294
regular,0.044155597,fruits and vegetables,178.8318,supermarket,tier 3,13.1,high,3969.4996
low fat,0.291865402,fruits and vegetables,115.1834,grocery store,tier 3,17.7,medium,345.5502
low fat,0.0,breads,196.5794,grocery store,tier 3,17.85,medium,585.2382
regular,0.064750025,starchy foods,92.6804,supermarket,tier 2,12.3,medium,1010.6844
low fat,0.098312421,health and hygiene,81.4618,grocery store,tier 3,11.8,medium,161.1236
regular,0.191013663,soft drinks,42.1112,grocery store,tier 1,12.857645184136183,small,42.6112
low fat,0.176573035,baking goods,157.4604,supermarket,tier 2,11.1,medium,3010.7476
regular,0.060134441,frozen foods,153.0656,supermarket,tier 3,12.857645184136183,medium,6024.1584
low fat,0.007294652,meat,198.1426,supermarket,tier 2,11.3,medium,988.713
low fat,0.128478462,health and hygiene,117.944,grocery store,tier 1,12.857645184136183,small,239.688
regular,0.075107656,dairy,112.8176,supermarket,tier 3,5.75,high,1374.2112
regular,0.049381406,baking goods,226.8062,supermarket,tier 3,12.857645184136183,medium,4739.8302
regular,0.045165796,snack foods,100.0016,supermarket,tier 3,11.35,medium,1012.016
regular,0.09415375,fruits and vegetables,165.7526,grocery store,tier 1,12.857645184136183,small,657.8104
low fat,0.028907832,health and hygiene,130.431,supermarket,tier 1,14.0,medium,778.986
regular,0.018059621,frozen foods,179.766,supermarket,tier 2,19.75,medium,2336.958
low fat,0.090436094,household,85.0882,supermarket,tier 1,6.525,medium,2233.0932
low fat,0.146399712,meat,103.9648,supermarket,tier 1,10.3,medium,1661.8368
regular,0.074264356,snack foods,264.7568,supermarket,tier 1,5.78,medium,4745.8224
regular,0.050186726,fruits and vegetables,164.1526,supermarket,tier 2,11.85,medium,3124.5994
low fat,0.020631654,fruits and vegetables,50.1324,supermarket,tier 3,16.35,medium,467.3916
low fat,0.01561108,household,182.5976,supermarket,tier 3,12.857645184136183,medium,5070.7328
low fat,0.041395445,fruits and vegetables,37.6164,supermarket,tier 1,10.5,small,540.6296
regular,0.097313129,frozen foods,48.0718,supermarket,tier 1,19.0,small,992.7078
low fat,0.059582996,others,238.8538,supermarket,tier 1,14.6,medium,6008.845
regular,0.098663652,dairy,62.9194,supermarket,tier 3,12.857645184136183,medium,2105.2596
regular,0.101338651,canned,232.63,supermarket,tier 3,12.857645184136183,medium,5359.69
low fat,0.052146456,health and hygiene,104.628,supermarket,tier 2,18.75,medium,745.696
regular,0.041764487,baking goods,161.8868,supermarket,tier 2,5.26,small,3275.736
low fat,0.054344186,snack foods,140.2154,supermarket,tier 2,18.25,medium,1701.7848
low fat,0.078362484,baking goods,177.937,supermarket,tier 3,12.857645184136183,medium,6704.606
low fat,0.052339069,meat,242.7512,supermarket,tier 1,15.1,small,4119.9704
regular,0.042464962,baking goods,81.5934,grocery store,tier 3,15.5,medium,327.5736
low fat,0.065732883,frozen foods,45.7402,supermarket,tier 1,13.65,medium,780.9834
low fat,0.023625114,soft drinks,189.3846,supermarket,tier 2,16.1,medium,3630.6074
regular,0.051643608,snack foods,107.3622,grocery store,tier 1,12.857645184136183,small,317.5866
low fat,0.165694219,frozen foods,39.7164,grocery store,tier 3,12.85,medium,231.6984
low fat,0.041878397,soft drinks,32.99,supermarket,tier 2,9.5,small,133.16
low fat,0.058091482,dairy,245.1802,supermarket,tier 2,13.8,small,5650.6446
regular,0.0,snack foods,263.7568,supermarket,tier 2,5.78,medium,2636.568
low fat,0.026903714,household,96.0726,supermarket,tier 2,19.7,medium,1272.3438
low fat,0.0,household,161.5552,grocery store,tier 3,14.65,medium,324.9104
regular,0.150554711,snack foods,130.0626,grocery store,tier 3,6.67,medium,131.1626
regular,0.0,fruits and vegetables,131.2968,grocery store,tier 3,6.11,medium,260.9936
regular,0.134975628,frozen foods,260.0936,grocery store,tier 3,13.65,medium,260.9936
low fat,0.15616879,meat,160.6578,supermarket,tier 3,17.2,high,3690.5294
low fat,0.0,meat,40.2822,supermarket,tier 2,6.32,small,1139.1838
regular,0.133700752,baking goods,52.9298,supermarket,tier 1,4.88,medium,1995.4026
regular,0.115119905,baking goods,88.3514,supermarket,tier 2,5.425,medium,1416.8224
regular,0.110030997,frozen foods,37.2506,supermarket,tier 1,15.85,small,265.6542
low fat,0.051038045,canned,121.7072,supermarket,tier 2,7.5,medium,3552.7088
low fat,0.062837968,soft drinks,161.5578,supermarket,tier 3,12.65,high,2406.867
low fat,0.017116983,others,211.956,grocery store,tier 1,12.857645184136183,small,213.056
low fat,0.024129332,fruits and vegetables,124.173,supermarket,tier 3,20.75,high,2956.152
low fat,0.049754975,dairy,152.134,grocery store,tier 1,12.857645184136183,small,153.134
low fat,0.0,canned,79.7644,supermarket,tier 2,9.0,small,1649.8524
low fat,0.101561568,canned,181.9292,supermarket,tier 3,12.857645184136183,medium,3101.2964
low fat,0.005949644,household,165.6526,supermarket,tier 3,12.857645184136183,medium,4769.1254
regular,0.13956116,seafood,170.4764,supermarket,tier 3,12.857645184136183,medium,3435.528
low fat,0.126035694,fruits and vegetables,86.4198,supermarket,tier 2,14.1,medium,1133.8574
low fat,0.027164679,canned,152.334,supermarket,tier 2,7.55,small,2603.278
low fat,0.099325278,household,45.406,supermarket,tier 1,13.0,small,605.878
low fat,0.04357366,hard drinks,192.8846,supermarket,tier 3,12.857645184136183,medium,2293.0152
regular,0.082741482,snack foods,118.7782,grocery store,tier 1,12.857645184136183,small,119.1782
regular,0.064565202,starchy foods,92.9804,supermarket,tier 3,12.3,high,1929.4884
low fat,0.084554569,snack foods,109.8912,supermarket,tier 3,12.857645184136183,medium,2074.6328
low fat,0.058451805,health and hygiene,79.9618,supermarket,tier 3,12.857645184136183,medium,241.6854
low fat,0.113748685,household,251.3724,supermarket,tier 2,17.25,medium,6795.1548
low fat,0.020603511,household,42.7112,supermarket,tier 2,15.85,medium,639.168
low fat,0.052044976,health and hygiene,192.1846,supermarket,tier 2,18.85,small,3248.4382
regular,0.062764429,fruits and vegetables,227.6062,supermarket,tier 2,16.35,medium,7222.5984
low fat,0.087977262,dairy,229.0668,supermarket,tier 2,14.1,small,3225.1352
low fat,0.010010425,snack foods,249.0408,supermarket,tier 2,7.905,small,3755.112
low fat,0.033946163,canned,179.3976,supermarket,tier 3,12.0,high,3440.8544
regular,0.058414678,fruits and vegetables,163.4552,supermarket,tier 2,12.15,small,974.7312
low fat,0.027106459,meat,75.367,supermarket,tier 1,10.1,medium,535.969
low fat,0.027022883,frozen foods,262.491,supermarket,tier 2,17.5,medium,5259.82
low fat,0.058153409,dairy,152.034,grocery store,tier 1,12.857645184136183,small,306.268
low fat,0.128937661,fruits and vegetables,112.3886,supermarket,tier 3,17.1,medium,1779.0176
low fat,0.088846306,fruits and vegetables,61.451,supermarket,tier 1,7.785,medium,759.012
regular,0.09357779,snack foods,125.9704,supermarket,tier 3,11.8,high,1877.556
regular,0.165694678,fruits and vegetables,171.8764,supermarket,tier 2,13.15,medium,3779.0808
low fat,0.148392623,frozen foods,41.5796,grocery store,tier 1,12.857645184136183,small,41.2796
low fat,0.098438394,canned,51.1324,supermarket,tier 2,8.5,medium,259.662
low fat,0.143303291,health and hygiene,96.341,supermarket,tier 3,8.645,high,193.082
regular,0.076276208,meat,110.9202,supermarket,tier 2,17.6,medium,1687.803
low fat,0.175103435,baking goods,127.5362,supermarket,tier 2,9.1,medium,4655.9394
regular,0.023511371,meat,225.9404,supermarket,tier 3,12.8,high,4950.8888
low fat,0.06105276,soft drinks,95.4436,supermarket,tier 2,7.63,small,1418.154
regular,0.049559042,frozen foods,246.4144,supermarket,tier 2,9.285,medium,1225.072
regular,0.119418124,dairy,231.03,supermarket,tier 2,13.6,medium,5359.69
low fat,0.072545601,breakfast,176.237,supermarket,tier 2,8.895,medium,1764.37
low fat,0.090486828,household,195.211,supermarket,tier 3,16.35,high,2553.343
low fat,0.056245075,frozen foods,43.3454,supermarket,tier 3,17.6,high,1006.6896
low fat,0.014618973,baking goods,85.225,supermarket,tier 3,7.975,high,1081.925
low fat,0.043479126,starchy foods,36.7164,supermarket,tier 2,15.85,medium,308.9312
low fat,0.045166237,frozen foods,178.666,supermarket,tier 3,15.7,high,2516.724
regular,0.057827101,frozen foods,128.831,supermarket,tier 1,8.985,small,1428.141
low fat,0.089394766,dairy,260.1594,supermarket,tier 3,20.35,high,2093.2752
low fat,0.10550944,fruits and vegetables,85.6908,supermarket,tier 3,6.59,high,1929.4884
low fat,0.005234153,dairy,264.0884,supermarket,tier 2,19.85,small,5829.7448
low fat,0.036390174,snack foods,91.4488,supermarket,tier 1,16.85,small,2082.6224
low fat,0.03292824,meat,173.1738,supermarket,tier 3,12.857645184136183,medium,7298.4996
low fat,0.081252534,fruits and vegetables,256.4988,supermarket,tier 3,16.75,high,7452.9652
regular,0.076552407,meat,110.5202,supermarket,tier 2,17.6,medium,450.0808
low fat,0.016758569,snack foods,250.4408,grocery store,tier 3,7.905,medium,500.6816
low fat,0.044248175,snack foods,126.202,supermarket,tier 3,12.857645184136183,medium,3668.558
regular,0.038288087,fruits and vegetables,103.1964,supermarket,tier 3,7.785,medium,736.3748
low fat,0.186032678,household,253.0698,supermarket,tier 2,7.825,small,6088.0752
low fat,0.031867464,household,101.0016,supermarket,tier 3,12.857645184136183,medium,2125.2336
low fat,0.021370201,soft drinks,153.0024,supermarket,tier 2,20.75,medium,2277.036
low fat,0.193772568,fruits and vegetables,190.3846,grocery store,tier 1,12.857645184136183,small,573.2538
regular,0.009866049,meat,151.1366,supermarket,tier 2,6.26,small,2267.049
low fat,0.082551042,fruits and vegetables,147.3734,grocery store,tier 3,18.2,medium,296.9468
low fat,0.099729888,household,46.306,supermarket,tier 3,13.0,medium,559.272
regular,0.018801549,fruits and vegetables,222.1772,supermarket,tier 2,20.25,small,5559.43
low fat,0.119721451,household,95.5094,supermarket,tier 1,8.695,medium,1237.7222
low fat,0.071222087,soft drinks,113.5518,supermarket,tier 2,7.27,medium,569.259
regular,0.060371962,breakfast,174.0712,supermarket,tier 3,12.857645184136183,medium,3866.9664
low fat,0.033287541,fruits and vegetables,198.4768,supermarket,tier 2,12.85,medium,1379.5376
low fat,0.05858462,dairy,142.7128,supermarket,tier 3,7.075,medium,1869.5664
regular,0.11679292,baking goods,196.211,supermarket,tier 3,12.857645184136183,medium,5499.508
low fat,0.031452265,baking goods,94.3462,supermarket,tier 1,8.195,medium,925.462
low fat,0.00721395,baking goods,47.9034,supermarket,tier 2,7.09,small,583.2408
low fat,0.081196619,others,141.4154,supermarket,tier 1,6.095,small,1418.154
regular,0.049916364,fruits and vegetables,80.2644,supermarket,tier 2,19.35,medium,942.7728
low fat,0.04627095,baking goods,99.3384,supermarket,tier 1,6.15,small,2364.9216
regular,0.02747716,canned,87.9856,supermarket,tier 3,12.857645184136183,medium,3251.7672
regular,0.104704537,fruits and vegetables,125.2678,grocery store,tier 1,12.857645184136183,small,254.3356
low fat,0.012540003,household,167.0474,supermarket,tier 2,17.7,small,5895.659
low fat,0.147023834,breads,93.7436,supermarket,tier 3,17.85,medium,1134.5232
low fat,0.159657596,soft drinks,224.972,supermarket,tier 2,9.395,medium,7696.648
low fat,0.141398626,hard drinks,250.5382,supermarket,tier 2,15.75,medium,2775.7202
low fat,0.148821808,fruits and vegetables,241.2854,supermarket,tier 2,7.475,medium,5317.0788
low fat,0.0,frozen foods,98.0068,supermarket,tier 3,7.075,medium,874.8612
low fat,0.029691762,baking goods,92.6436,supermarket,tier 1,6.445,small,1039.9796
low fat,0.096715523,fruits and vegetables,235.0958,supermarket,tier 2,19.1,small,3038.0454
regular,0.014790559,dairy,193.6162,supermarket,tier 2,20.25,small,3848.324
regular,0.054378253,canned,59.1904,supermarket,tier 1,15.0,small,527.3136
regular,0.123428594,snack foods,89.1514,supermarket,tier 1,6.67,small,2390.8878
regular,0.029943463,canned,60.222,supermarket,tier 3,12.857645184136183,medium,1677.816
regular,0.052368061,frozen foods,112.7176,supermarket,tier 3,16.7,high,801.6232
low fat,0.093861144,snack foods,115.5834,supermarket,tier 2,7.07,medium,1267.0174
low fat,0.033968647,snack foods,148.0076,supermarket,tier 2,6.48,medium,886.8456
regular,0.173154079,fruits and vegetables,228.272,grocery store,tier 3,19.0,medium,452.744
low fat,0.139735226,frozen foods,147.5392,supermarket,tier 2,13.35,medium,3877.6192
low fat,0.043351896,fruits and vegetables,146.6418,supermarket,tier 3,12.857645184136183,medium,4414.254
low fat,0.042086652,hard drinks,122.4388,supermarket,tier 3,12.857645184136183,medium,5448.9072
regular,0.12848269,baking goods,223.9404,supermarket,tier 1,9.695,medium,4950.8888
low fat,0.049357077,soft drinks,62.6168,supermarket,tier 2,15.0,medium,958.752
regular,0.008326735,dairy,149.9708,supermarket,tier 2,11.15,medium,1956.1204
low fat,0.021362955,fruits and vegetables,103.2306,supermarket,tier 1,20.85,medium,2404.2038
low fat,0.151420934,others,194.3478,grocery store,tier 3,9.8,medium,387.4956
low fat,0.032511818,meat,165.0842,supermarket,tier 3,16.35,high,994.7052
regular,0.022323658,breads,101.299,supermarket,tier 2,9.6,medium,1754.383
low fat,0.019292355,health and hygiene,129.9994,supermarket,tier 3,12.857645184136183,medium,3340.9844
